,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE
1526,Chrompet,1058,1,1,3,1,Commercial,ELO,Paved,RH,12197050,27
1527,Chrompet,951,1,1,3,0,Commercial,NoSeWa,Gravel,RL,11621350,25
1528,Anna Nagar,1823,2,1,5,0,Others,AllPub,Paved,RH,13450260,21
1529,Karapakkam,575,1,1,2,0,House,AllPub,Gravel,A,3975250,9
1530,Chrompet,737,1,1,2,1,Commercial,NoSeWa,No Access,RH,9455450,27
1531,Adyar,706,1,1,2,0,Others,ELO,Paved,A,5054675,25
1532,Karapakkam,1109,1,1,3,0,House,NoSeWa,Gravel,A,5205500,24
1533,Chrompet,1211,2,1,4,0,House,ELO,Gravel,RH,9212250,11
1534,Karapakkam,1450,2,2,4,0,House,NoSeWa,Gravel,I,6890250,39
1535,Adyar,1277,2,2,4,0,Commercial,ELO,Gravel,I,13606320,28
1536,T Nagar,1568,1,1,4,0,Others,AllPub,Gravel,RH,12802880,17
1537,Adyar,995,1,1,3,0,Commercial,AllPub,Gravel,RH,12171985,39
1538,Karapakkam,1304,1,1,3,1,Others,NoSeWa,Paved,C,6721500,38
1539,Karapakkam,561,1,1,2,0,House,AllPub,Gravel,I,4703750,34
1540,Karapakkam,831,1,1,2,0,House,NoSeWa,Gravel,RH,6083250,33
1541,Anna Nagar,1811,2,1,5,1,House,NoSeWa,Gravel,RL,13510040,27
1542,KK Nagar,1563,2,1,4,0,Commercial,NoSeWa,Paved,RM,13840180,19
1543,Chrompet,1107,1,1,3,0,Commercial,NoSeWa,Gravel,RL,13282450,7
1544,Chrompet,910,1,1,3,0,House,ELO,Gravel,RL,7847750,21
1545,T Nagar,1512,1,1,4,1,Commercial,AllPub,Paved,RL,18531240,7
1546,Chrompet,1061,1,1,3,1,Others,NoSeWa,Paved,RM,10485020,35
1547,Velachery,1851,3,2,5,0,Others,ELO,Paved,RM,11144770,16
1548,Anna Nagar,1655,1,1,4,1,Commercial,NoSeWa,Gravel,RM,20586630,24
1549,Karapakkam,895,1,1,3,0,House,ELO,Gravel,I,5437500,48
1550,Karapakkam,1192,1,1,3,0,Others,ELO,Paved,RM,8629750,8
1551,Velachery,1670,2,1,4,0,Others,NoSeWa,No Access,RH,8147530,39
1552,Anna Nagar,1532,1,1,4,0,House,AllPub,Paved,RL,11301300,25
1553,Velachery,1896,3,2,5,0,Others,AllPub,No Access,RH,9911860,13
1554,Karapakkam,1296,1,1,3,1,Others,AllPub,No Access,C,6537250,11
1555,KK Nagar,2045,3,2,5,1,Commercial,NoSeWa,Paved,RL,16957260,13
1556,Adyar,722,1,1,2,0,House,NoSeWa,Paved,C,5310935,9
1557,Adyar,637,1,1,2,1,Commercial,AllPub,Paved,RL,10576965,11
1558,Velachery,1519,2,1,4,1,Commercial,AllPub,No Access,RH,12682380,44
1559,Karapakkam,1107,1,1,3,0,House,NoSeWa,Gravel,A,4462000,46
1560,Anna Nagar,1788,1,1,4,1,House,AllPub,Paved,RM,13581650,25
1561,Karapakkam,923,1,1,3,1,Commercial,NoSeWa,Paved,A,7346750,13
1562,Chrompet,1261,2,1,4,1,House,NoSeWa,Paved,RH,9822750,21
1563,T Nagar,1773,1,1,4,0,Others,NoSeWa,Gravel,RM,14101250,33
1564,Chrompet,1104,1,1,3,1,Others,AllPub,Paved,RH,9718230,5
1565,Chrompet,883,1,1,3,0,House,NoSeWa,No Access,RM,7781350,37
1566,Karapakkam,1639,2,2,4,1,Others,NoSeWa,No Access,RH,8793625,38
1567,Karapakkam,910,1,1,3,0,Others,AllPub,Paved,I,5602750,50
1568,Karapakkam,1572,2,2,4,1,Others,NoSeWa,No Access,A,6714500,48
1569,KK Nagar,1854,3,2,5,1,Others,NoSeWa,Paved,RH,10948060,9
1570,Karapakkam,1219,1,1,3,1,Others,NoSeWa,No Access,C,5943875,35
1571,Adyar,1033,1,1,3,1,House,NoSeWa,Paved,I,8023795,33
1572,Adyar,861,1,1,3,1,House,ELO,Paved,C,7587075,5
1573,Chrompet,963,1,1,3,1,House,NoSeWa,Paved,RH,7944000,36
1574,Velachery,1537,2,1,4,0,Others,AllPub,Gravel,A,7468400,45
1575,Karapakkam,1579,2,2,4,0,Commercial,AllPub,Paved,A,9343500,46
1576,T Nagar,1925,2,1,5,1,House,ELO,Paved,RH,12688340,27
1577,Karapakkam,1584,2,2,4,0,Commercial,NoSeWa,No Access,I,10495250,11
1578,T Nagar,1829,2,1,5,1,House,NoSeWa,Paved,RM,14229060,8
1579,Velachery,1761,2,1,4,0,Commercial,NoSeWa,No Access,A,11360310,52
1580,Karapakkam,1204,1,1,3,1,Others,NoSeWa,No Access,RH,7452250,21
1581,Chrompet,1165,1,1,3,0,House,NoSeWa,No Access,RM,8196250,39
1582,Chrompet,1109,1,1,3,0,House,ELO,Paved,RL,8713900,18
1583,Chrompet,818,1,1,3,1,Commercial,AllPub,Paved,RH,11752250,7
1584,T Nagar,1600,1,1,4,0,House,ELO,Gravel,RM,12213120,11
1585,Karapakkam,1170,1,1,3,0,Others,NoSeWa,Paved,RM,8322500,29
1586,Chrompet,1288,2,1,4,0,House,NoSeWa,No Access,RM,8935000,28
1587,Anna Nagar,1598,1,1,4,1,House,NoSeWa,Gravel,RM,13358600,25
1588,Chrompet,722,1,1,2,0,Others,AllPub,Paved,RH,6494240,34
1589,Chrompet,798,1,1,2,0,House,AllPub,No Access,RL,6486150,25
1590,Karapakkam,933,1,1,3,1,Commercial,AllPub,Gravel,C,8745000,20
1591,Chrompet,1086,1,1,3,1,Commercial,ELO,Paved,RL,14021800,4
1592,KK Nagar,1952,3,2,5,0,House,NoSeWa,Paved,RH,9671160,28
1593,Chrompet,1052,1,1,3,0,Others,NoSeWa,Paved,RH,7871490,35
1594,Velachery,1786,2,1,4,0,Commercial,NoSeWa,Paved,RH,14205080,14
1595,Karapakkam,1652,2,2,4,0,Others,NoSeWa,Paved,A,7014500,8
1596,Karapakkam,1607,2,2,4,1,House,NoSeWa,Paved,A,6227250,45
1597,Chrompet,1229,2,1,4,0,House,AllPub,No Access,RH,7946950,25
1598,T Nagar,1902,2,1,5,0,Commercial,AllPub,Paved,RH,20181980,29
1599,Velachery,1677,2,1,4,0,Commercial,AllPub,Gravel,A,12695370,26
1600,Chrompet,979,1,1,3,1,House,NoSeWa,No Access,RL,8959150,9
1601,Adyar,655,1,1,2,0,Commercial,ELO,No Access,RH,7924640,35
1602,Chrompet,947,1,1,3,1,Commercial,ELO,Paved,RL,11867800,40
1603,Velachery,1882,3,2,5,0,Commercial,ELO,Paved,A,12402070,51
1604,Chrompet,963,1,1,3,1,House,NoSeWa,No Access,RL,8260400,16
1605,Chrompet,1055,1,1,3,1,Commercial,NoSeWa,No Access,RH,12069000,20
1606,Karapakkam,1390,2,2,4,0,Others,NoSeWa,No Access,I,5940500,39
1607,Velachery,1599,2,1,4,1,Others,NoSeWa,No Access,A,7989570,31
1608,Karapakkam,1591,2,2,4,0,House,ELO,Paved,RM,8791000,22
1609,Karapakkam,1265,1,1,3,1,Commercial,ELO,Paved,I,10027000,24
1610,Adyar,870,1,1,3,1,Commercial,AllPub,Paved,I,11111010,34
1611,Adyar,1122,1,1,3,1,Others,AllPub,No Access,C,8599095,13
1612,Adyar,613,1,1,2,1,Others,NoSeWa,Paved,I,6703210,34
1613,Velachery,1670,2,1,4,1,House,ELO,Paved,A,8153390,12
1614,KK Nagar,1338,2,1,4,0,Commercial,AllPub,Gravel,RL,12846980,9
1615,KK Nagar,1319,1,1,3,0,Others,NoSeWa,Paved,RH,7826780,30
1616,KK Nagar,1710,2,1,4,1,House,NoSeWa,Paved,RM,10978140,7
1617,Anna Nagar,1938,2,1,5,1,House,ELO,No Access,RH,11802180,44
1618,Karapakkam,1058,1,1,3,1,Others,NoSeWa,No Access,RM,8388500,17
1619,Chrompet,1251,2,1,4,0,Commercial,AllPub,Gravel,RL,14239850,35
1620,Anna Nagar,1710,1,1,4,0,Commercial,NoSeWa,Gravel,RH,18299980,39
1621,Adyar,617,1,1,2,0,Others,NoSeWa,Paved,C,4917940,36
1622,Adyar,916,1,1,3,0,Others,AllPub,Gravel,A,6177070,38
1623,Chrompet,1027,1,1,3,0,House,ELO,No Access,RM,7671200,36
1624,Adyar,1223,2,2,4,0,Others,AllPub,No Access,A,6897450,30
1625,KK Nagar,1422,2,1,4,1,Commercial,NoSeWa,Paved,RM,13940580,19
1626,Chrompet,1081,1,1,3,1,Commercial,AllPub,No Access,RH,12370100,26
1627,Velachery,1603,2,1,4,1,Commercial,NoSeWa,Gravel,I,14102650,25
1628,Anna Nagar,1762,1,1,4,1,Others,NoSeWa,Paved,RL,14682580,15
1629,Adyar,1219,2,2,4,0,House,NoSeWa,No Access,I,7400260,24
1630,KK Nagar,1953,3,2,5,1,House,NoSeWa,Paved,RH,10288980,29
1631,Karapakkam,1208,1,1,3,0,Others,NoSeWa,Gravel,C,6377750,21
1632,Karapakkam,849,1,1,2,1,Commercial,NoSeWa,Paved,A,6312750,37
1633,Karapakkam,522,1,1,2,0,House,AllPub,Gravel,C,4362750,17
1634,Karapakkam,1610,2,2,4,0,Commercial,NoSeWa,Gravel,RL,12520250,31
1635,KK Nagar,1945,3,2,5,1,House,NoSeWa,Gravel,RH,10834460,23
1636,Adyar,884,1,1,3,1,Others,NoSeWa,No Access,RM,9426345,23
1637,Karapakkam,668,1,1,2,0,House,AllPub,Gravel,RH,5232500,50
1638,Karapakkam,740,1,1,2,0,House,AllPub,Paved,RH,5283000,32
1639,Adyar,1158,1,1,3,1,Others,NoSeWa,Gravel,RH,10416480,32
1640,Velachery,1840,3,2,5,1,Commercial,AllPub,Gravel,I,15715370,46
1641,Chrompet,829,1,1,3,1,House,NoSeWa,Gravel,RM,9179950,33
1642,Anna Nagar,1650,1,1,4,0,Commercial,NoSeWa,No Access,RH,17115030,29
1643,Anna Nagar,1663,1,1,4,0,Others,NoSeWa,Gravel,RL,12869560,21
1644,Velachery,1913,3,2,5,0,House,NoSeWa,No Access,A,7030720,16
1645,Velachery,1963,3,2,5,0,House,NoSeWa,Paved,C,8636980,9
1646,T Nagar,1806,2,1,5,0,Others,NoSeWa,Paved,RM,14638800,21
1647,Velachery,1630,2,1,4,0,House,AllPub,Gravel,A,7279480,24
1648,Karapakkam,1016,1,1,3,0,House,NoSeWa,Gravel,A,4473750,33
1649,T Nagar,1823,2,1,5,1,Commercial,ELO,No Access,RM,20527770,26
1650,Chrompet,1185,1,1,3,0,Commercial,AllPub,No Access,RH,12387700,30
1651,Karapakkam,1478,2,2,4,0,House,ELO,No Access,A,4458750,49
1652,Chrompet,875,1,1,3,1,House,ELO,Gravel,RL,8537500,26
1653,KK Nagar,2087,3,2,5,1,House,AllPub,Gravel,RH,11552700,5
1654,Anna Nagar,1970,2,1,5,1,House,ELO,Paved,RL,13703500,10
1655,Velachery,1645,2,1,4,1,Commercial,NoSeWa,No Access,RH,13920600,10
1656,T Nagar,1856,2,1,5,0,Commercial,NoSeWa,Paved,RH,19550620,41
1657,Velachery,1782,2,1,4,1,Commercial,NoSeWa,Gravel,RH,16068640,32
1658,Karapakkam,1465,2,2,4,1,House,AllPub,Paved,A,6397000,34
1659,KK Nagar,2439,4,2,6,0,House,NoSeWa,Gravel,RH,11119720,26
1660,KK Nagar,1693,2,1,4,0,Others,AllPub,Gravel,RM,11431660,10
1661,Anna Nagar,1737,1,1,4,0,Others,NoSeWa,Paved,RH,12793250,21
1662,Karapakkam,1111,1,1,3,1,House,AllPub,Gravel,RM,8631250,41
1663,KK Nagar,2485,4,2,6,0,Commercial,AllPub,Paved,RL,18984160,8
1664,Velachery,1568,2,1,4,1,Others,NoSeWa,Gravel,RM,12415670,11
1665,Karapakkam,512,1,1,2,0,Commercial,NoSeWa,Gravel,C,5244500,26
1666,Chrompet,958,1,1,3,0,Commercial,AllPub,No Access,RH,10720550,9
1667,T Nagar,1565,1,1,4,1,Commercial,NoSeWa,Gravel,RM,19685020,31
1668,KK Nagar,1706,2,1,4,1,Commercial,NoSeWa,Paved,RH,14400140,27
1669,Velachery,1616,2,1,4,1,House,NoSeWa,Paved,RM,10094160,53
1670,Anna Nagar,1531,1,1,4,0,Commercial,NoSeWa,Paved,RL,17480550,20
1671,Anna Nagar,1636,1,1,4,1,Others,NoSeWa,Gravel,RH,13380530,20
1672,KK Nagar,1997,3,2,5,1,Commercial,NoSeWa,Paved,RH,16469500,15
1673,Chrompet,915,1,1,3,1,Others,NoSeWa,Paved,RH,8133300,37
1674,Adyar,1046,1,1,3,0,Commercial,NoSeWa,No Access,I,10760220,28
1675,KK Nagar,1465,2,1,4,0,House,NoSeWa,Gravel,RM,10148180,9
1676,KK Nagar,1399,2,1,4,1,Others,NoSeWa,Gravel,RM,10695340,28
1677,Chrompet,1126,1,1,3,0,Others,ELO,Gravel,RH,8882720,18
1678,Karapakkam,1368,2,2,4,0,House,AllPub,Paved,RH,6774750,37
1679,Chrompet,709,1,1,2,0,House,NoSeWa,No Access,RL,6435300,14
1680,T Nagar,1550,1,1,4,0,House,ELO,Paved,RL,11109230,19
1681,Velachery,1882,3,2,5,1,Commercial,NoSeWa,Paved,A,14239220,16
1682,Anna Nagar,1538,1,1,4,1,House,NoSeWa,Gravel,RH,11312920,36
1683,Velachery,1881,3,2,5,0,Commercial,NoSeWa,Paved,RH,14495770,41
1684,Adyar,641,1,1,2,0,Commercial,NoSeWa,Paved,RL,9947855,17
1685,Anna Nagar,1912,2,1,5,0,House,NoSeWa,Paved,RH,12364840,17
1686,Chrompet,1194,1,1,3,1,Commercial,NoSeWa,Gravel,RH,13683650,35
1687,Karapakkam,1502,2,2,4,1,House,ELO,Gravel,RL,9328250,31
1688,Anna Nagar,1649,1,1,4,0,Commercial,ELO,Gravel,RL,18803650,10
1689,Karapakkam,854,1,1,2,0,House,AllPub,Gravel,RM,7581750,5
1690,KK Nagar,2388,4,2,6,1,House,AllPub,Paved,RH,12014520,6
1691,Karapakkam,1381,2,2,4,0,House,NoSeWa,Gravel,RH,8286250,5
1692,Chrompet,838,1,1,3,1,Commercial,NoSeWa,Gravel,RM,12194550,37
1693,KK Nagar,1684,2,1,4,1,Commercial,AllPub,Paved,RL,14994840,22
1694,Anna Nagar,1740,1,1,4,1,House,NoSeWa,Gravel,RL,13695970,31
1695,T Nagar,1918,2,1,5,1,Commercial,NoSeWa,No Access,RL,20747530,44
1696,Karapakkam,669,1,1,2,0,Others,NoSeWa,No Access,RL,5110125,37
1697,Chrompet,965,1,1,3,0,Others,NoSeWa,Gravel,RM,9625300,26
1698,Velachery,1899,3,2,5,0,House,NoSeWa,Paved,C,8433410,18
1699,Velachery,1553,2,1,4,0,House,ELO,No Access,I,6766430,19
1700,Karapakkam,976,1,1,3,1,House,NoSeWa,Paved,RH,6895500,18
1701,Anna Nagar,1628,1,1,4,0,House,AllPub,Gravel,RL,12651550,10
1702,Chrompet,894,1,1,3,1,Others,AllPub,Paved,RL,9038780,28
1703,Anna Nagar,1734,1,1,4,0,House,ELO,No Access,RH,10497580,24
1704,Karapakkam,662,1,1,2,0,Commercial,AllPub,No Access,I,5073500,50
1705,Adyar,994,1,1,3,0,Commercial,AllPub,Gravel,A,10834880,12
1706,Chrompet,1033,1,1,3,0,Commercial,NoSeWa,No Access,RM,11718800,28
1707,Karapakkam,1462,2,2,4,0,House,ELO,No Access,A,4361500,29
1708,Anna Nagar,1662,1,1,4,1,Commercial,ELO,No Access,RL,19074830,14
1709,KK Nagar,1865,3,2,5,0,House,AllPub,Gravel,RH,9859360,18
1710,Karapakkam,1042,1,1,3,1,Others,ELO,Paved,A,5265250,38
1711,Chrompet,828,1,1,3,0,Others,NoSeWa,No Access,RL,7553060,22
1712,Chrompet,850,1,1,3,0,House,NoSeWa,Paved,RH,7123750,9
1713,Karapakkam,1562,2,2,4,1,Commercial,NoSeWa,No Access,RH,11359000,48
1714,KK Nagar,1425,2,1,4,1,House,AllPub,Gravel,RH,9762100,5
1715,Anna Nagar,1813,2,1,5,0,Others,AllPub,No Access,RL,12370550,43
1716,Velachery,1973,3,2,5,0,House,NoSeWa,Gravel,C,8962970,46
1717,Anna Nagar,1558,1,1,4,0,House,NoSeWa,Paved,RH,10841760,13
1718,Velachery,1702,2,1,4,1,House,NoSeWa,No Access,RM,10140700,25
1719,T Nagar,1781,1,1,4,0,Commercial,NoSeWa,No Access,RH,17959010,38
1720,T Nagar,1538,1,1,4,1,Commercial,ELO,Paved,RH,17749320,21
1721,Velachery,1906,3,2,5,1,Commercial,NoSeWa,Paved,RH,16602700,5
1722,Anna Nagar,1782,1,1,4,1,Others,NoSeWa,Paved,RM,14980260,20
1723,Adyar,848,1,1,3,1,Commercial,NoSeWa,Paved,RH,11476830,22
1724,Chrompet,737,1,1,2,1,Commercial,NoSeWa,No Access,RL,10276200,16
1725,T Nagar,1512,1,1,4,1,Others,ELO,Paved,RM,13737610,10
1726,KK Nagar,1956,3,2,5,1,House,NoSeWa,Paved,RL,11373920,6
1727,KK Nagar,1402,2,1,4,0,Commercial,NoSeWa,Gravel,RM,13085580,19
1728,Chrompet,779,1,1,2,1,Others,NoSeWa,Paved,RH,7574830,39
1729,Anna Nagar,1625,1,1,4,0,Others,NoSeWa,Gravel,RH,12085470,41
1730,Anna Nagar,1724,1,1,4,0,Others,ELO,Paved,RH,12337540,16
1731,KK Nagar,2277,4,2,6,1,Others,NoSeWa,Gravel,RL,13310520,29
1732,T Nagar,1692,1,1,4,1,Others,NoSeWa,Paved,RL,13669910,29
1733,Chrompet,1184,1,1,3,1,Commercial,NoSeWa,No Access,RM,13860650,27
1734,Karapakkam,657,1,1,2,0,Others,ELO,No Access,I,3643875,43
1735,Chrompet,942,1,1,3,0,House,NoSeWa,No Access,RL,7766550,17
1736,Velachery,1535,2,1,4,1,Commercial,NoSeWa,Gravel,RL,14211850,40
1737,Chrompet,966,1,1,3,1,Commercial,NoSeWa,Paved,RM,13231850,27
1738,Karapakkam,1294,1,1,3,1,Others,NoSeWa,No Access,RM,9160750,22
1739,KK Nagar,2042,3,2,5,1,Others,NoSeWa,Paved,RH,11848520,14
1740,Adyar,1110,1,1,3,1,Others,NoSeWa,Gravel,A,8561060,24
1741,Chrompet,819,1,1,3,1,House,NoSeWa,Paved,RH,8131900,21
1742,Chrompet,1132,1,1,3,0,Commercial,NoSeWa,Paved,RM,13709700,14
1743,Adyar,900,1,1,3,1,Others,NoSeWa,Gravel,RL,10128440,36
1744,KK Nagar,2486,4,2,6,1,Commercial,NoSeWa,Gravel,RH,19615980,19
1745,Karapakkam,896,1,1,3,1,Commercial,NoSeWa,No Access,A,6765500,10
1746,Velachery,1749,2,1,4,1,Commercial,AllPub,Gravel,RH,15388610,43
1747,Chrompet,1252,2,1,4,1,Commercial,NoSeWa,Paved,RL,14902450,19
1748,Chrompet,1234,2,1,4,0,Commercial,NoSeWa,Paved,RM,13822150,37
1749,KK Nagar,2306,4,2,6,1,House,NoSeWa,Paved,RH,11319280,24
1750,Chrompet,814,1,1,3,0,Others,NoSeWa,Gravel,RM,8890930,25
1751,Chrompet,878,1,1,3,0,Others,AllPub,Gravel,RM,9209360,18
1752,Chrompet,1053,1,1,3,0,Commercial,NoSeWa,Gravel,RM,13217400,20
1753,T Nagar,1809,2,1,5,0,Commercial,NoSeWa,Paved,RL,20034510,13
1754,Anna Nagar,1871,2,1,5,0,Others,AllPub,Gravel,RM,14904220,32
1755,Chrompet,802,1,1,3,1,Commercial,ELO,No Access,RH,9721700,38
1756,Chrompet,1191,1,1,3,1,House,ELO,Gravel,RL,9894050,23
1757,Adyar,1025,1,1,3,0,Others,AllPub,Gravel,RM,10843610,33
1758,KK Nagar,1392,2,1,4,0,Commercial,NoSeWa,Paved,RL,12286360,8
1759,KK Nagar,2499,4,2,6,1,Others,NoSeWa,Paved,RH,13397920,7
1760,Karapakkam,1290,1,1,3,1,House,ELO,Gravel,RL,8700500,26
1761,Anna Nagar,1760,1,1,4,1,Commercial,AllPub,Paved,RL,20346350,20
1762,Chrompet,1279,2,1,4,0,Others,ELO,Paved,RL,9795730,22
1763,Chrompet,816,1,1,3,0,Commercial,NoSeWa,Gravel,RH,10008100,30
1764,T Nagar,1904,2,1,5,0,Commercial,ELO,Gravel,RH,20838520,26
1765,KK Nagar,1502,2,1,4,0,Commercial,NoSeWa,Paved,RH,12614460,13
1766,Chrompet,922,1,1,3,1,Others,NoSeWa,Paved,RH,8634640,14
1767,T Nagar,1781,1,1,4,0,Commercial,NoSeWa,Paved,RL,20518750,10
1768,Adyar,645,1,1,2,1,Commercial,NoSeWa,Paved,C,8793480,12
1769,Chrompet,1142,1,1,3,0,Commercial,NoSeWa,No Access,RM,12807300,22
1770,T Nagar,1674,1,1,4,0,House,AllPub,No Access,RH,10410130,44
1771,Adyar,781,1,1,2,0,Commercial,NoSeWa,Gravel,RH,11157780,12
1772,Adyar,1274,2,2,4,0,Others,AllPub,No Access,RH,9335050,10
1773,Karapakkam,687,1,1,2,0,Others,AllPub,No Access,RL,5913625,18
1774,T Nagar,1886,2,1,5,0,Others,AllPub,Gravel,RL,14671170,22
1775,T Nagar,1598,1,1,4,1,Commercial,NoSeWa,Gravel,RM,20024110,33
1776,Karapakkam,593,1,1,2,1,House,NoSeWa,No Access,RM,6474250,13
1777,Anna Nagar,1815,2,1,5,0,Commercial,NoSeWa,No Access,RM,19814280,14
1778,Karapakkam,1121,1,1,3,0,Others,NoSeWa,Paved,I,5849125,30
1779,Chrompet,1182,1,1,3,0,Others,NoSeWa,Paved,RM,10097940,8
1780,Anna Nagar,1864,2,1,5,0,Others,ELO,No Access,RM,12867590,41
1781,KK Nagar,2125,3,2,5,0,Commercial,NoSeWa,Gravel,RL,16656560,28
1782,Chrompet,955,1,1,3,0,House,NoSeWa,Gravel,RM,9743700,6
1783,Velachery,1625,2,1,4,0,Commercial,NoSeWa,Paved,RH,13718940,17
1784,Chrompet,864,1,1,3,1,Commercial,ELO,Paved,RM,12556650,7
1785,Chrompet,1183,1,1,3,1,Others,NoSeWa,Gravel,RH,10453960,15
1786,Karapakkam,938,1,1,3,0,House,AllPub,Gravel,C,4918500,46
1787,Karapakkam,1040,1,1,3,1,House,ELO,Paved,RL,7600500,38
1788,Chrompet,849,1,1,3,1,Commercial,NoSeWa,Paved,RL,11650600,36
1789,Karapakkam,914,1,1,3,1,Others,AllPub,No Access,RH,6688000,23
1790,Karapakkam,1156,1,1,3,1,House,ELO,Gravel,RL,8947750,9
1791,Chrompet,830,1,1,3,1,Commercial,NoSeWa,No Access,RL,10858850,23
1792,KK Nagar,1655,2,1,4,0,House,NoSeWa,Gravel,RM,9843580,29
1793,KK Nagar,1693,2,1,4,1,House,NoSeWa,Paved,RL,10021800,20
1794,Chrompet,1014,1,1,3,1,Commercial,ELO,Gravel,RL,13091650,23
1795,Chrompet,1148,1,1,3,0,House,ELO,Gravel,RH,8179150,33
1796,KK Nagar,2453,4,2,6,0,Others,AllPub,Gravel,RM,13729040,19
1797,KK Nagar,2167,3,2,5,0,Others,NoSeWa,Paved,RM,12477240,25
1798,Karapakkam,1404,2,2,4,1,Others,NoSeWa,Gravel,RH,9146500,20
1799,T Nagar,1545,1,1,4,0,Others,ELO,Gravel,RM,13986920,6
1800,Velachery,1634,2,1,4,1,House,NoSeWa,No Access,RH,8177900,55
1801,Chrompet,1268,2,1,4,1,House,NoSeWa,Gravel,RM,10982650,19
1802,KK Nagar,1682,2,1,4,1,Others,NoSeWa,Gravel,RM,12239160,6
1803,Velachery,1787,2,1,4,0,Others,NoSeWa,Paved,RH,9640180,49
1804,Karapakkam,1337,2,2,4,1,Others,ELO,Gravel,I,7953125,35
1805,Adyar,695,1,1,2,1,Others,NoSeWa,Paved,A,6149410,14
1806,Anna Nagar,1930,2,1,5,0,House,NoSeWa,Gravel,RM,13060780,44
1807,Chrompet,1042,1,1,3,1,Others,AllPub,Gravel,RL,10581040,18
1808,T Nagar,1613,1,1,4,0,Commercial,NoSeWa,Paved,RH,17538420,6
1809,Karapakkam,1270,1,1,3,1,House,ELO,Gravel,RL,8953500,22
1810,Chrompet,997,1,1,3,1,Commercial,ELO,Gravel,RH,12056200,40
1811,Chrompet,726,1,1,2,0,House,ELO,No Access,RL,6280650,11
1812,Velachery,1853,3,2,5,0,Others,NoSeWa,No Access,RH,10017780,9
1813,Velachery,1591,2,1,4,0,House,NoSeWa,Paved,I,8353830,19
1814,Anna Nagar,1980,2,1,5,0,Others,ELO,Gravel,RL,14332790,32
1815,KK Nagar,2226,4,2,6,1,House,NoSeWa,Paved,RL,11670400,30
1816,Adyar,808,1,1,3,0,Commercial,ELO,Paved,RM,11949085,19
1817,Karapakkam,1376,2,2,4,0,House,NoSeWa,No Access,RM,8105250,19
1818,T Nagar,1868,2,1,5,0,Commercial,NoSeWa,Gravel,RH,20033450,40
1819,Karapakkam,1311,1,1,3,0,House,NoSeWa,Paved,RH,6532250,29
1820,Adyar,805,1,1,3,1,Others,AllPub,Gravel,I,8934405,27
1821,Chrompet,706,1,1,2,0,Others,AllPub,Paved,RM,7818970,33
1822,Karapakkam,1464,2,2,4,0,Others,ELO,Paved,A,6272750,5
1823,Adyar,648,1,1,2,0,Commercial,NoSeWa,Gravel,RM,10374210,34
1824,Velachery,1917,3,2,5,1,House,ELO,No Access,RM,11081520,6
1825,Adyar,1018,1,1,3,1,Others,AllPub,No Access,RH,9213320,8
1826,Anna Nagar,1694,1,1,4,1,Commercial,AllPub,Paved,RH,18855250,35
1827,Chrompet,1112,1,1,3,1,Commercial,AllPub,No Access,RL,13363650,35
1828,Karapakkam,950,1,1,3,1,House,AllPub,No Access,RH,6408750,17
1829,Adyar,1282,2,2,4,1,House,NoSeWa,No Access,RM,10934170,18
1830,Velachery,1639,2,1,4,0,House,AllPub,Gravel,A,7016840,37
1831,KK Nagar,1501,2,1,4,1,Others,NoSeWa,Paved,RM,10681680,23
1832,Chrompet,765,1,1,2,0,House,NoSeWa,No Access,RH,5737000,20
1833,Anna Nagar,1765,1,1,4,0,House,NoSeWa,Gravel,RM,13668850,20
1834,Karapakkam,1518,2,2,4,1,Others,ELO,No Access,A,6597000,29
1835,KK Nagar,2417,4,2,6,0,House,NoSeWa,Gravel,RL,11436120,26
1836,Karapakkam,1070,1,1,3,1,House,AllPub,Paved,A,5046750,49
1837,T Nagar,1784,1,1,4,1,Others,NoSeWa,Paved,RL,14819560,17
1838,Chrompet,1188,1,1,3,0,Others,ELO,Gravel,RH,9797510,5
1839,Karapakkam,1494,2,2,4,1,House,NoSeWa,No Access,RL,8188000,32
1840,T Nagar,1810,2,1,5,0,Commercial,NoSeWa,No Access,RM,20441490,7
1841,Karapakkam,738,1,1,2,1,House,AllPub,Gravel,I,6799000,16
1842,KK Nagar,1564,2,1,4,0,House,AllPub,Gravel,RM,10019360,8
1843,Karapakkam,1211,1,1,3,0,Commercial,NoSeWa,Gravel,A,8505000,28
1844,Velachery,1662,2,1,4,1,Commercial,NoSeWa,Gravel,C,13384340,47
1845,Velachery,1530,2,1,4,0,Commercial,ELO,No Access,I,10851180,39
1846,Adyar,909,1,1,3,1,House,ELO,Paved,RH,8310590,26
1847,Adyar,690,1,1,2,1,Others,AllPub,Paved,C,7486235,9
1848,Chrompet,780,1,1,2,0,House,ELO,No Access,RM,7060000,24
1849,Chrompet,1195,1,1,3,0,House,NoSeWa,Gravel,RM,10210500,6
1850,Karapakkam,1428,2,2,4,1,Commercial,NoSeWa,Paved,RM,13180500,10
1851,Adyar,746,1,1,2,1,Others,ELO,No Access,C,6390690,6
1852,Adyar,921,1,1,3,0,Others,AllPub,No Access,I,7178250,10
